Tweet_count,Username,Text,Created At,Retweets,Likes,Hashtags,Image URL,Category
728,OMS Afrique,"La #pneumonie est l'une des principales causes de maladie et de décès chez les enfants de moins de 5 ans, mais elle peut être évitée. 

Voici des mesures de prévention :

💉 La vaccination
🥦 Une alimentation saine, y compris l'allaitement maternel
🌫️ La réduction de l'exposition https://t.co/PMoLj1LxdQ",Sat Jan 25 07:14:57 +0000 2025,6,10,pneumonie,https://pbs.twimg.com/media/GiHv6WeaoAAEegK.jpg,healthy
729,Parti animaliste,"Sous l'impulsion de notre porte-parole et élue @SandraKrief, la ville de Grenoble inaugure une charte innovante pour promouvoir l’alimentation végétale dans les restaurants ! 

Un nouvel exemple illustrant la nécessité d'élire des élus animalistes ! https://t.co/FBs4Sk3uq0",Fri Jan 24 17:19:29 +0000 2025,36,118,,N/A,mix
730,France-Soir,"📽️Un vent de changement positif souffle de Washington suite à l'inauguration de Trump. @chris_perronne  et @Rob_Roos  réagissent sur leur présence à Washington : « Vers une révolution pour une alimentation et une santé publiques saines »
https://t.co/3HGRHorRSr",Thu Jan 23 16:38:31 +0000 2025,205,495,,N/A,mix
731,Dr. Mick 🕊️,"🧐  Uber Eats la joue très originale pour @DryJanuaryFR ! Ils proposent des réductions de 20% pour une ""rentrée healthy"" à l'occasion du mois sans alcool. Avec pour seul commerçant dans l'offre l'e-shop de Pernod-Ricard qui vend du champagne et des spiritueux.
@AddictAbstinent https://t.co/9hfrKYtRfj",Fri Jan 24 10:34:32 +0000 2025,4,6,,https://pbs.twimg.com/media/GiDUgihWUAACr82.jpg,healthy
732,Florence Hérouin Léautey,"🏛️ L’Assemblée Nationale vient d’adopter le repas à 1€ pour tous les étudiants, une mesure portée par @KelouaF et les @socialistesAN pour lutter contre la précarité étudiante et garantir un droit à l’alimentation.

💪 Une proposition de justice sociale, essentielle pour la https://t.co/Qinz1TB9z4",Thu Jan 23 18:47:35 +0000 2025,13,31,,https://pbs.twimg.com/media/Gh_8IUnWIAAnzuZ.jpg,mix
733,GHA France,"L’adoption du #PLF2025 actes des choix politiques injustes et irresponsables.
📉 - 2 milliards pour les plus pauvres de la planète.
📉 - 2 milliards pour l’accès aux services sociaux les plus basiques tels que la santé, l’eau, l’alimentation saine et l’éducation.
Nous appelons",Thu Jan 23 16:36:46 +0000 2025,6,8,PLF2025,N/A,healthy
734,Loupfiloup,"Lyon est 6eme à 3 points de la 3eme place 
#JeSoutiensPsage",Thu Jan 23 18:56:33 +0000 2025,2,4,JeSoutiensPsage,N/A,mix
735,RBK,Je suis comme ça entrain de rééquilibrer mon alimentation ensuite j’irai faire sport si je ne perds pas 11kg en 10 jours hein😡,Thu Jan 23 15:14:29 +0000 2025,2,3,,N/A,healthy
736,essentiel.news,"La phytothérapie
Invité : Dr Jean-Michel Morel – Médecin généraliste, spécialisé en phyto-aromathérapie.
Discutant : Dr Éric Ménat – Médecin généraliste, diplômé en homéopathie / nutrition. https://t.co/oYEJltgWje

@ConseilCsi #NaturalRemedies #Aromatherapy https://t.co/5rCP70ZEYj",Thu Jan 23 12:08:18 +0000 2025,2,2,"NaturalRemedies, Aromatherapy",https://pbs.twimg.com/media/Gh-eTauXQAArY-l.jpg,healthy
737,A Prendre Sans Faim,"Une #idéederecette aux #légumesdesaison :
"" #ChouFleur rôti au #AirFryer ""
#photo #aprendresansfaim (c)
La #recette en bio ou ici :
https://t.co/tO2ZYpExoe
#newpost #nouvellerecette #recettedujour #cuisine #faitmaison #recipes #food #homemade #santé #healthy #vegetable #légumes https://t.co/BIgkEWGn6f",Thu Jan 23 08:05:00 +0000 2025,2,3,"idéederecette, légumesdesaison, ChouFleur, AirFryer, photo, aprendresansfaim, recette, newpost, nouvellerecette, recettedujour, cuisine, faitmaison, recipes, food, homemade, santé, healthy, vegetable, légumes",https://pbs.twimg.com/media/GhBLvi5WsAAlk-M.jpg,healthy
738,Yaourt & Nutrition,"Selon la recette que vous préparez, vous pouvez choisir différents produits laitiers pour obtenir le meilleur résultat. 

Par exemple, optez pour du skyr pour une texture légère et riche en protéines, du yaourt classique pour un goût doux et équilibré, ou du yaourt grec pour une https://t.co/CvxafrkgjH",Thu Jan 23 19:09:57 +0000 2025,4,3,,https://pbs.twimg.com/media/GiAARWnXMAAWS9v.jpg,mix
739,Lidl France,"Une alimentation bonne pour la planète ET votre portefeuille, c'est possible ! 🌿
 
👉 Dès aujourd'hui et dans l'ensemble des supermarchés Lidl, (re)découvrez le plaisir d'une alimentation plus végétale avec une sélection de produits Vemondo !
 
Des repas végan, bons et pas https://t.co/X8VmduvCFi",Wed Jan 22 15:58:58 +0000 2025,2,37,,https://pbs.twimg.com/media/Gh6Iz2XWMAAJvQl.jpg,mix
740,GUYOT Vincent,"Et pas seulement l'alimentation, les #AgricultureS produisent bien plus que l'alimentation.",Wed Jan 22 17:59:48 +0000 2025,3,6,AgricultureS,N/A,mix
741,raviholly🍉,It’s not that deep la bouffe industrielle est juste + souvent appréciée dans le TSA psk y’a une consistence qu’on retrouve pas ailleurs + que les troubles liés à l’alimentation se retrouvent souvent en troubles co-associés ksk tu parles de glorification,Wed Jan 22 21:04:31 +0000 2025,2,19,,N/A,mix
742,Swilaut 💙🤍❤️ 🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿,Merci pour votre petit message ❤️. Actuellement j'ai un boxer blanc qui devait être euthanasié car il est allergique aux céréales. Saignement avec glaires dans les selles. Après un gros traitement et une alimentation spéciale. C'est ok https://t.co/lLtAhvUiJ7,Thu Jan 23 10:31:26 +0000 2025,1,10,,https://pbs.twimg.com/media/Gh-KnfnXAAAe_Su.jpg,mix
743,Groupe Ecologiste et Social,"« M. le ministre de la Santé, vous êtes médecin, alors protégez la santé des Français. Travaillons à une grande loi alimentation et faisons de l'alimentation un droit. »

🗣️ @boris_tavernier exhorte le ministre de la Santé à hisser l'alimentation au rang des priorités.

#QAG https://t.co/D2vi6TtGbX",Wed Jan 22 13:28:52 +0000 2025,3,13,QAG,N/A,mix
744,LCP,"""Comment faire le choix d'une alimentation saine quand l'offre ne le permet pas, (...) quand le porte-monnaie ne le permet pas ?"", interroge @boris_tavernier qui appelle à ""faire de l'alimentation un droit"".
#DirectAN #QAG https://t.co/4p5VJy8L2C",Wed Jan 22 13:18:26 +0000 2025,3,9,"DirectAN, QAG",N/A,healthy
745,Pierre d'Herbais,"Passage en urgence au supermarché pour mes farfalles sauce tomate maison.
2€52 le kilo chez leclerc pour une p... de marque repère ! Cette alimentation de base devient produit de luxe. Ne parlons pas des 1.72€/L pour le diesel.
Les gilets jaunes, c'était pour moins que ça ! https://t.co/71NUd9E0yS",Wed Jan 22 11:30:33 +0000 2025,8,27,,https://pbs.twimg.com/media/Gh5N7P5WYAAnGJ5.png,mix
746,DJELLE,"MESSAGE DE TRUMP CETTE NUIT DERNIÈRE 

Licenciement pour ces 4 personnes, avec beaucoup d'autres, à venir :

Jose Andres from the President's Council on Sports, Fitness and Nutrition, Mark Milley from the National Infrastructure Advisory Council, Brian Hook from the Wilson Center",Wed Jan 22 02:19:31 +0000 2025,2,4,,N/A,healthy
747,Tibo InShape,"Vous avez des questions sur la muscu, la nutrition ou les compléments alimentaires ? Je suis dispo pendant 10min pour vous répondre 🙏",Tue Jan 21 18:48:09 +0000 2025,9,692,,N/A,healthy
748,Trump Fact News 🇺🇸,"6/ Hydratation Un article du New York Times a révélé que @realdonaldtrump consomme 12 sodas light par jour, une habitude que peu d'experts de la santé approuvent en raison des inquiétudes liées à la consommation de sodas light.  Cette boisson improbable pourrait-elle alimenter",Thu Jan 23 04:58:12 +0000 2025,5,81,,N/A,unhealthy
749,Tidiane (77),"@LilaVerdon Le meilleur vaccin anti cancer c'est une alimentation saine débarrassée de toutes leurs saloperies de poisons industriels...
Mais ça ça voudrait dire renoncer à notre modèle de société dans sa totalité",Wed Jan 22 22:34:58 +0000 2025,0,19,,N/A,healthy
750,Assemblée nationale,"""Comment faire le choix d'une alimentation saine quand le porte-monnaie ne le permet pas ?""

Face à ""l'omniprésence du sucre"", @boris_tavernier (EcoS) demande au Gvt de mettre les industriels et la grande distribution ""face à leurs responsabilités.""
#DirectAN #QAG https://t.co/mzq3bvOoN0",Wed Jan 22 13:19:55 +0000 2025,6,8,"DirectAN, QAG",N/A,healthy
751,Zee Gourmet,Votre collection Ferrero 32 pièces prix 20000fr faites vous plaisir avec nos chocolats 🍫 #chocolats délicieux #Epicerie #alimentation #saveurs #delice #pourtoi https://t.co/xjJSD7hvu4,Tue Jan 21 17:38:32 +0000 2025,4,4,"chocolats, Epicerie, alimentation, saveurs, delice, pourtoi",https://pbs.twimg.com/media/Gh1ZMM4WgAA4sB6.jpg,mix
752,WFP Côte d'Ivoire,"Pour Dr Yeo Nahoua, Directeur de Cabinet du @MPD_CI, l’appui et les investissements du PAM sont importants pour la sécurité alimentaire, la nutrition et le développement des chaînes de valeurs agricoles en 🇨🇮. Ils contribuent aux progrès nationaux dans la réalisation de #FaimZero https://t.co/nSEj4RqbcB",Mon Jan 20 10:40:16 +0000 2025,3,13,FaimZero,https://pbs.twimg.com/media/Ghuv2RoXIAA_A3N.jpg,healthy
753,BURUNDI/MINEAGRIE,"Lors de la cloture du Forum mondiale sur l'agriculture et l'alimentation, #GFFA à #Berlin en République Fédérale de l'#Allemagne par une conférence Ministérielle, le Ministre du @BMineagrie,@dopros1975 a prononcé son discours. https://t.co/U94NdjzYkh",Sun Jan 19 16:15:09 +0000 2025,18,31,"GFFA, Berlin, Allemagne",https://pbs.twimg.com/media/Ghqy7VnWsAAW9du.jpg,mix
754,Aurélie Trouvé,"À Mayotte, 77 % de pauvreté, des logements insalubres, une alimentation 30 % plus chère... Face à l’insuffisance du plan gouvernemental, nous présentons un contre-plan d’urgence co-construit avec des acteurs mahorais. Ma prise de parole en conférence de presse à découvrir ici ⤵️ https://t.co/xuhQlCSwly",Mon Jan 20 15:15:33 +0000 2025,214,447,,N/A,mix
755,Bismarck Sossa,"#JobAlert - Le Programme Alimentaire Mondial au Bénin recrute un(e) responsable en charge de la nutrition

Pour postuler ➡️ https://t.co/PMVI58ih9w

Deadline : 30 janvier 2025

Vous avez le bon profil OU connaissez un(e) ami(e) avec le bon profil ?

Partagez !!! 

@aliouatt https://t.co/VGLiOMwNFd",Mon Jan 20 15:31:50 +0000 2025,2,2,JobAlert,https://pbs.twimg.com/media/GhvyVAYW0AAgXZO.jpg,healthy
756,LA SOEUR DE AMONABÉLÉ,"-transpiration excessive 
- vêtements de mauvaise qualité
-mauvaise hydratation de la peau 
Bref des petits truc comme ça",Mon Jan 20 09:37:43 +0000 2025,2,2,,N/A,mix
757,BURUNDI/MINEAGRIE,"Dans le cadre de la coopération entre le #Burundi et l'Etat de Bade-Wurtemberg, le Ministre du @BMineagrie a fait des échanges fructueux avec PETER HAUK Mdl,Ministre en charge de la nutrition,des affaires rurales et de la protection des consommateurs de l'Etat de Baden-Wurtemberg https://t.co/2cmAnjtGYn",Sun Jan 19 08:41:34 +0000 2025,17,20,Burundi,https://pbs.twimg.com/media/GhpLGa0WkAA43l1.jpg,healthy
