Tweet_count,Username,Text,Created At,Retweets,Likes,Hashtags,Image URL,Category
441,Benoit Martin ⚜,"L'ancien député 🇪🇺 Hervé Juvin 🇫🇷 sonnait l'alarme en mars 2023 sur l'oxyde de GRAPHÈNE présent dans les injections COVID, l'alimentation à base d'insecte et les ondes 5G.

👉 «Le scénario de l'Apocalypse se dessine, attesté par un certain nombre de publications scientifiques.» https://t.co/m5yaYFzaAv",Wed Feb 12 15:39:02 +0000 2025,1647,2447,,N/A,mix
442,Ministère de la Santé Publique Burundi(MSPLS),"Le @mspls_bdi avec l'appui du projet #Nkuriza de la @BM_Afrique, anime des séances de sensibilisation sur la nutrition et les pratiques nutritionnelles et le planning Familial du 11 au 14 Février 2025 à la population de la commune de #Cendajuru et #Mishiha de @CankuzoProvince. https://t.co/xbDPRgNB4P",Wed Feb 12 11:23:04 +0000 2025,10,19,"Nkuriza, Cendajuru, Mishiha",https://pbs.twimg.com/media/GjlWODNWgAAuAhx.jpg,healthy
443,Arsène - #FJW,"Cuba sans le soleil : 
Après avoir étatisé et ruiné l'assurance santé, le syst. de retraite, le transport ferroviaire et le logement,
les écolommunistes EELV veulent de la même façon détruire l'alimentation des Français avec une ""sécurité sociale alimentaire"" comme au Venezuela",Wed Feb 12 04:16:58 +0000 2025,6,15,,N/A,healthy
444,Vitalholis,"[INSPIR POST] - CETOGLUCO EPISODE 1

Ca fait plusieurs personnes avec qui qui j’échange qui m’indiquent qu’elles sont un peu perdues dans “l’approche alimentaire”.

Le dénominateur commun entre toutes ces personnes :

“En générale j’adoptais une alimentation à dominante animale https://t.co/qnIwvYPP0F",Wed Feb 12 19:58:08 +0000 2025,24,108,,https://pbs.twimg.com/media/GjnL3DbWEAASM7J.jpg,mix
445,Fonds international de développement agricole,"Petits producteurs et productrices sont essentiels à la sécurité alimentaire et à la nutrition, mais eux-mêmes souffrent de la faim. 

Le #ConseilGouverneursduFIDA examinent le premier kilomètre et celles et ceux qui le construisent. 

Investissons #PourlesPopulationsRurales. https://t.co/QShIArSn2C",Thu Feb 13 06:20:12 +0000 2025,2,6,"ConseilGouverneursduFIDA, PourlesPopulationsRurales",https://pbs.twimg.com/media/GjpagIWXoAA_zHN.jpg,healthy
446,Mag Haiti,"Le Premier ministre Alix Didier Fils-Aimé a participé, ce mercredi 12 février 2025, à la cérémonie officielle d’adhésion d’Haïti à la Coalition mondiale pour l’alimentation scolaire. Aux côtés du Président du CPT, Leslie Voltaire et du Ministre de l’Éducation, il a réaffirmé https://t.co/rUeMUDOiY6",Wed Feb 12 21:24:32 +0000 2025,2,3,maghaiti,https://pbs.twimg.com/media/Gjnf5AkWkAABPWf.jpg,mix
447,ABP,"4/4 Le gouverneur Segasago n'a pas manqué de faire un clin d'œil aux membres des COPIL/PCSAN, qu'il faut chaque fois s'enquérir de tous les défis qui hantent le secteur de sécurité alimentaire et de nutrition pour trouver des solutions. https://t.co/C6kGR5a0qE",Wed Feb 12 14:09:45 +0000 2025,3,2,,https://pbs.twimg.com/media/Gjl8YSnWYAA4b3I.jpg,healthy
448,Didier Derichard,"""⚠️ Vous avez le droit de savoir ce que vous mangez ! Nous lançons le label ""Sans Farine d’Insecte"" pour garantir une alimentation 100% transparente.""
https://t.co/uFzPem3g0y
... https://t.co/k7TCab7N1R",Thu Feb 13 05:23:31 +0000 2025,11,20,,https://pbs.twimg.com/media/GjpNfyAWgAA83TM.jpg,mix
449,yassin ي س,"la solution à TOUS vos problèmes 

-80kg ? Ankle pick
+80kg ? Ankle pick 
+100kg ? Ankle pick 
+100kg mais nutrition de chez @lethalbjj ? bismillah et on tente Ankle pick https://t.co/60so2LncUv",Wed Feb 12 13:31:36 +0000 2025,7,44,,N/A,healthy
450,Celine Jurgensen,"Un dialogue bilatéral fructueux avec le PAM, une agence 🇺🇳 illustrant le multilatéralisme efficace promu par la 🇫🇷. Réponse concrète aux crises, logistique d’urgence, alimentation scolaire, résilience face aux chocs climatiques, innovation &amp; IA, partenariats avec le secteur privé https://t.co/uydVXGJ9mI",Tue Feb 11 21:17:47 +0000 2025,2,13,,https://pbs.twimg.com/media/GjiUwmaWsAAzFhY.jpg,mix
451,Sébastien Humbert,"🏛️ Je présentais hier un amendement visant à interdire l’implantation d’éoliennes et de panneaux solaires sur les aires d’alimentation des captages d’eau potable.
💧 La qualité de notre eau potable doit être une priorité!
✅ Ne prenons aucun risque pour la sécurité sanitaire des https://t.co/A8pIENwWPK",Wed Feb 12 08:48:03 +0000 2025,4,9,DirectAN,N/A,mix
452,Sciences et Avenir,"Comment allez-vous ?  

Alimentation, sommeil, activité physique, dépistage, soins, automédication, bilan, vaccins... Un guide indispensable, à récupérer chez votre marchand de journaux jusqu'au 2 avril ! 🩺 
👉 https://t.co/KxlI3QKE6n https://t.co/C7ogFxWcAI",Wed Feb 12 06:00:28 +0000 2025,4,7,,https://pbs.twimg.com/media/GjkMZMxWIAEifgG.jpg,healthy
453,RaphJV 🎮 🇫🇷,"Pas peu fier de mon level 100 sur Ringfit. 

Couplé à l’arrêt du coca, de la majorité de sucre que j’ingurgitai et d’une alimentation plus saine, après 5 mois d’exercices les résultats font plaisir! 🔥🔥🔥

Qui d’entre vous l’utilise? https://t.co/awvVC3YABJ",Tue Feb 11 19:00:18 +0000 2025,0,23,,https://pbs.twimg.com/media/Gjh1SreWUAA7U6M.jpg,mix
454,😾😼PREVEL😾😼,"Réduire la consommation de viande des Français de 15% d'ici 2035 mais en tenant compte des contraintes et aspirations de chaque catégories socio-économiques : c'est ce que proposent des chercheurs dans un rapport publié lundi.
https://t.co/uwMwdqaTWS",Wed Feb 12 20:28:19 +0000 2025,4,8,,N/A,mix
455,Or.fr,"🇺🇸 #IPC États-Unis - Augmentation des prix sur 1 an :

Transports : +8%
Services publics de gaz : +4.9%
Logement : +4.4%
Alimentation hors domicile : +3.4%
IPC global : +3%
Soins médicaux : +2.7%
Électricité : +1.9%
Alimentation à domicile : +1.9%
Voitures occasion : 1%
Essence :",Wed Feb 12 15:38:47 +0000 2025,2,3,IPC,N/A,healthy
456,Dr Guillaume BARUCQ,"Former 100 000 soignants par an à l’Intelligence Artificielle, pourquoi pas.

Les former au préalable à la Nutrition Santé, à l’Activité Physique Adaptée et aux Interventions Non Médicamenteuses, ce serait bien aussi.",Tue Feb 11 19:05:09 +0000 2025,100,568,,N/A,healthy
457,franzyroy,"🛑 Nouvelles révélations sur le scandale de l'USAID

Un scandale que les mainstreams français ne vous diront jamais tellement ils sont impliqués.

@InDiaVeritas @tabletc4 @kittylt

https://t.co/KvjUw4Z2dW",Wed Feb 12 23:12:06 +0000 2025,4,3,,N/A,mix
458,ABP,1/n #Burundi:Le Comité de Pilotage de la Plateforme Provinciale de Sécurité Alimentaire et de nutrition (COPIL/PPSAN) a organisé ce mercredi une réunion d'évaluation des progrès de la mise en œuvre des plans d'actions 2024-2025 des PCSAN https://t.co/9nOwGjKUbD,Wed Feb 12 13:48:30 +0000 2025,3,1,Burundi,https://pbs.twimg.com/media/Gjl3g71XYAAvvZf.jpg,healthy
459,Jean-Yves A. 🇧🇯,"⚡️ La SBEE informe sa clientèle qu'un effacement de la tension électrique en provenance du Nigéria perturbe l'alimentation. Des efforts sont en cours pour rétablir la situation. Des coupures sont à prévoir dans certaines zones.
#SBEE #Bénin #Énergie  
Contactez le 7302 pour plus https://t.co/MioAusSPwi",Wed Feb 12 13:25:00 +0000 2025,2,7,"SBEE, Bénin, Énergie",https://pbs.twimg.com/media/GjlyI25WEAABU4A.jpg,mix
460,OMS Afrique,"Une alimentation saine a un énorme impact sur votre santé et réduit le risque d’obésité, de diabète et de maladies cardiaques. La Dre Joyce explique comment. 👇🏿
#VotreSantéDAbord https://t.co/qHd2UWI6Zh",Tue Feb 11 16:18:33 +0000 2025,3,4,VotreSantéDAbord,N/A,mix
461,Objectif Libre,"Écouté sur France Culture.
Sécurité Sociale de l'Alimentation : la grande imposture.
Des bobos qui se réunissent pour manger bio à pas cher. Leur objectif immédiat : récupérer un max de subventions publiques locales.
Leur objectif final : faire passer une loi pour faire payer",Wed Feb 12 06:45:23 +0000 2025,2,6,,N/A,mix
462,Ahmed Hussen,"J’ai visité un marché soutenu par @WFP, où les familles rohingyas accèdent à des aliments locaux et nutritifs via un système de bons électroniques.

Garantir une alimentation saine aux réfugiés renforce la sécurité alimentaire tout en préservant leur dignité, autonomie et choix. https://t.co/c5bVDeerXh",Tue Feb 11 22:36:36 +0000 2025,1,28,,https://pbs.twimg.com/media/Gjimy7kWkAA2Q9D.jpg,healthy
463,ottie °‧🫧⋆.ೃ࿔*:･,« estomac de maçon » et c’est le plat le plus+ healthy que t’as vu de ta vie,Tue Feb 11 18:29:44 +0000 2025,2,17,,N/A,healthy
464,Sébastien Tertrais,"Jean-François Raux @RauxJF  est l'ex-directeur général de l’UFE (Union Française de l’Électricité). Forcément, quand il parle du sujet, c'est du solide, et c'est passionnant
Ici, il est question de priorité donnée à l'éolien et au solaire dans l'alimentation du réseau. Et pour",Wed Feb 12 07:39:26 +0000 2025,14,42,,N/A,mix
465,PL Gilbert,"Ils sont passés chez-nous plusieurs fois pour essayer de me vendre de la viande. J'ai toujours refusé pour plusieurs raisons, mais surtout parce que je trouve ça weird un gars qui vient sonner pour te donner des échantillons de viande.
https://t.co/Qz5aP6Ifcn",Tue Feb 11 16:37:59 +0000 2025,2,26,,N/A,mix
466,WFP Côte d'Ivoire,"Ce 11 février, nous célébrons les #FemmesetFillesEnScience !
Grâce à une éducation de qualité, @LaouratouDia, Chargée de Nutrition à @WFP_CotedIvoire, a réalisé son rêve. En 🇨🇮, le PAM soutient les filles pour qu’elles puissent en faire autant.
🎧Écoutez son message inspirant !⬇️ https://t.co/rQV1holIR1",Tue Feb 11 13:33:28 +0000 2025,6,24,FemmesetFillesEnScience,N/A,healthy
467,Groupe interacadémique pour le développement,"🌍 Comment relever les défis alimentaires en Afrique ? 🍽

Le 30 mai 2024 à Paris, le Groupe Interacadémique pour le Développement (GID) a organisé une controverse interacadémique autour des liens entre croissance démographique, alimentation et durabilité. Experts et chercheurs y",Tue Feb 11 15:22:54 +0000 2025,2,3,"Agriculture, AlimentationDurable, Afrique, Innovation, Développement, GID",N/A,mix
468,neco peco,"L'emballage de notre alimentation devrait être comme cela.

Pour

Dessert,
Confiseries,
Boissons sucrées,
Etc...

Au lieu d'avoir des emballages mensongés.

C'est une mafia ! https://t.co/veBtJHzcI1",Tue Feb 11 07:30:17 +0000 2025,2,6,,https://pbs.twimg.com/media/GjfXXHaXsAACQNN.jpg,mix
469,LeSpoilerAlertiste🇨🇵,Attention ￼ Manger des insectes peut être risqué ! La chitine difficile à digérer pourrait causer des allergies et des problèmes digestifs. Pensez à votre santé avant de suivre la tendance. #Santé #Alimentation #Insectes https://t.co/SFwoedrC1d,Tue Feb 11 07:05:14 +0000 2025,2,3,"Santé, Alimentation, Insectes",https://pbs.twimg.com/media/GjfRoIJWsAAtF5y.jpg,mix
470,Mr. R.G Kabasele,"Au moment où nos yeux sont fixés sur la situation sécuritaire à l'Est de notre pays,ici à Kinshasa les criminels en profitent pour faire leurs opérations dans des supermarchés,alimentation, cambistes etc.Nous invitons VPM de l'intérieur @shabani_lukoo à rétablir l'ordre. https://t.co/w6hRaAdnzR",Tue Feb 11 09:28:56 +0000 2025,9,12,,https://pbs.twimg.com/media/Gjfyg-jXMAAv_bs.jpg,mix
471,CGB,"Controverse #1 
Alimentation de qualité pour tous et compétitivité de l’agriculture française : compatible ou antagoniste ? 
@SanderFranck, président de la CGB et vice-président du Copa et Jean-François Julliard, directeur général @greenpeacefr https://t.co/NbVzPgm1xl",Tue Feb 11 10:35:54 +0000 2025,4,12,,https://pbs.twimg.com/media/GjgBxdVWIAAw0EL.jpg,mix
472,Le20h-France Télévisions,"🔋🇫🇷 La construction prochaine en France d'immenses data centers, très gourmands en énergie, soulève de nombreuses interrogations.

Leur alimentation se fera-t-elle aux dépens d'autres secteurs de l'environnement ? #JT20h #IA https://t.co/z7Z2Osd1fh",Mon Feb 10 21:15:00 +0000 2025,23,46,"JT20h, IA",N/A,mix
473,jerome zed,"Nous devons être vigilants et BOYCOTTER toutes les produits QI utiliserons des insectes. Même si c’est des choses que l’on aime ! Un peu de courage bordel ! C’est notre seule arme. Et si nous boycottons en masse, ils plieront ! #nobug #insectes #alimentation",Mon Feb 10 23:30:27 +0000 2025,5,4,"nobug, insectes, alimentation",N/A,mix
474,Mouhamed,"#Energie 
J’ai parlé un jour du système d’alimentation de l’électricité par solaire dans la sous région. Cette politique permettrait à beaucoup de Sénégalais d’avoir accès à l’électricité tout en économisant. 
@GroupeSonatel @PR_Diomaye @SonkoOfficiel https://t.co/2z58hNo6ab",Tue Feb 11 09:06:30 +0000 2025,5,27,Energie,https://pbs.twimg.com/media/GjftXekXkAAbU2J.jpg,mix
475,semae,"[Les légumineuses, un or vert sous-estimé]
À l’occasion de la #journeeinternationaledeslegumineuses, découvrez ⬇️nos articles de #semencemag⬇️qui mettent en avant les multiples avantages de ces plantes essentielles pour une agriculture durable et une alimentation de qualité. 🌱 https://t.co/54Meto9XlO",Mon Feb 10 16:29:28 +0000 2025,2,2,"journeeinternationaledeslegumineuses, semencemag",https://pbs.twimg.com/media/GjcJLarW0AAIMAL.jpg,mix
476,Eric THIROUIN,"Et pourquoi ce qui est valable pour L’ #IA  ne le serait pas pour l’agriculture ? 🤔

👉L’innovation variétale et agronomique proposent pourtant  des solutions autrement plus vitales pour notre l’alimentation et le climat ! 🌱🌍🍽️",Tue Feb 11 08:02:50 +0000 2025,47,115,IA,N/A,mix
477,Ghaïs Guelaïa,"Hier, @HugoDecrypte a sorti sur sa chaîne Youtube une interview de @Dr_moji un médecin médiatique qui parle énormément de nutrition dès qu’on lui laisse l'opportunité de le faire.

Aujourd’hui, je vous propose un véritable décryptage de toutes les informations que j’ai trouvées https://t.co/o9maIQcLfS",Mon Feb 10 18:17:40 +0000 2025,85,343,,https://pbs.twimg.com/media/Gjcht6ZX0AAp08m.jpg,healthy
478,amnestyfrance.bsky.social,"3⃣L'IA impacte la planète

D’ici 2027, l'IA générative (c’est ChatGPT par exemple) va demander une alimentation en électricité équivalente à celle de l’Argentine (5 fois la France en superficie), selon le New York Times.",Mon Feb 10 16:20:27 +0000 2025,128,572,,N/A,mix
479,Rodrigo Arenas,"Faut-il rendre la cantine gratuite pour tous ? 🤔 Aya témoigne dans #AllôRodrigo de l'importance d’une alimentation accessible à tous.

🎙️ Extrait de l’émission sur Radio Cause Commune ! Rendez-vous chaque premier mardi du mois. 📅 https://t.co/h8MV1aCjtC",Mon Feb 10 15:51:18 +0000 2025,7,11,AllôRodrigo,N/A,mix
480,Label : Sans farine d'insectes,"📢 Bientôt un site pour vous guider vers une alimentation sans farine d’insecte ! 🏷️🐜❌

Parce que vous avez le droit de savoir ce que vous consommez, nous allons lancer un site internet répertoriant tous les produits, restaurants et boulangeries conformes à notre label ""Sans",Mon Feb 10 12:41:14 +0000 2025,2392,5380,"SansFarineDInsecte, TransparenceAlimentaire, OnVeutSavoir",N/A,mix
481,Benoît Mazerolles,"Oh une locomotive à vapeur à alimentation électrique !
Le pire c'est que ça a vraiment existé, notamment en Suisse où deux E 3/3 ont reçu cette transformation pendant la seconde guerre mondiale. https://t.co/cXrSFYx5RV",Mon Feb 10 10:11:20 +0000 2025,6,62,,https://pbs.twimg.com/media/GjayoIqW4AEIYPr.jpg,mix
482,Brainless Partisans 🏴‍☠️☢️☣️🪆,"Scholz sur la façon dont « les choses vont mal dans l'économie allemande à cause de Poutine » :

Je n’ai pas envahi l’Ukraine. Je n'ai pas coupé l'alimentation en gaz. Je n’ai pas créé la situation économique dans laquelle nous nous trouvons actuellement. Poutine l'a fait. Et https://t.co/Mx7ngELmPN",Mon Feb 10 11:34:08 +0000 2025,194,450,,N/A,mix
483,FAO en français,"Joyeuse #JournéeInternationaleDesLégumineuses !

👩‍🌾👨‍🌾 La culture des légumineuses offre aux jeunes une chance de rendre l'agriculture plus durable et plus sensible à la nutrition.

Les légumineuses peuvent nous aider à façonner un meilleur avenir alimentaire pour tous👇. https://t.co/ZgtpFhMcXB",Mon Feb 10 10:30:30 +0000 2025,5,7,JournéeInternationaleDesLégumineuses,N/A,healthy
484,Djiby Sensei,"C’est pas pour flex….mais la recette qui me permet de rester jeune :

- Pas d’alcool
- Pas de cigarette ou autre
- Sport + bonne alimentation
- Melanine (c’est un hack)
- J’ai arrêter de coder au profit du no code",Mon Feb 10 13:44:43 +0000 2025,0,28,,N/A,mix
485,Florent Chenu,"Notre vie va devenir un enfer sur Terre.🔥
Ils ne s'arrêteront jamais, si nous ne les arrêtons pas.
Ma facture d'électricité a doublé en 5 ans. L'alimentation devient hors de prix. Ils veulent me faire manger des insectes. Je ne peux plus rouler avec mes 2 véhicules. Ils m'ont",Mon Feb 10 09:47:25 +0000 2025,1275,2604,,N/A,mix
486,PETA France,"« Après être devenue végétalienne, c'était comme si j'avais 15 ans de moins, je pouvais me coucher plus tard, je n'avais pas besoin de dormir plus longtemps et je ne me réveillais plus épuisée chaque matin [...] »

👉👉👉 #GoVegan 
https://t.co/gxsOn8fV7x",Tue Feb 11 06:40:00 +0000 2025,10,33,GoVegan,N/A,mix
487,DECATHLON AG2R LA MONDIALE TEAM,"Pioneer brand in the field of nutrition, Powerbar becomes the official nutritionist of the team.

Marque pionnière dans le domaine de la nutrition sportive, Powerbar devient partenaire nutrition de l’équipe.

#DECATHLONAG2RLAMONDIALETEAM #Powerbar https://t.co/7rpt3Ulq5V",Tue Feb 11 10:11:38 +0000 2025,2,19,"DECATHLONAG2RLAMONDIALETEAM, Powerbar",https://pbs.twimg.com/media/GjflFqqWcAAf_9b.jpg,healthy
488,Yuka,"Vous voyez ces produits ? Ceux qu’on voit partout en supermarchés ? Ils contiennent de l’aspartame, un additif très problématique ! ❌

Il est temps de dire NON 🔥

🔗 Lien vers la pétition : https://t.co/6zn8wUbNDT #petition #stopaspartame https://t.co/t4iSaAgnQq",Mon Feb 10 16:49:05 +0000 2025,10,23,"petition, stopaspartame",https://pbs.twimg.com/media/GjcNq9NWsAArTwo.png,mix
489,Virginie Joron,"Non, nous ne voulons pas de cette nouvelle farine pour l’alimentation humaine !

 Retrouvez Questions écrites et vidéos sur le sujet ➡️ https://t.co/egpyWG6EZm https://t.co/r2IXuj2noU",Mon Feb 10 11:07:32 +0000 2025,1645,3472,,https://pbs.twimg.com/media/Gja_fgYW0AAsAT4.jpg,mix
490,OMS SENEGAL,"🧠 Prévenir l’#AVC, c’est possible !
Chaque année, des milliers de vies sont bouleversées par l' #AccidentVasculaireCérébral (AVC). Pourtant, 80 % des AVC peuvent être évités en adoptant de bons réflexes :
✅ Surveillez votre tension artérielle 📉
✅ Adoptez une alimentation https://t.co/4feu7MyaXE",Mon Feb 10 11:03:46 +0000 2025,4,10,"AVC, AccidentVasculaireCérébral",https://pbs.twimg.com/media/Gja-QFMXcAAZ9G9.jpg,mix
491,Renard Jean-Michel,"C’est Poutine !!

Scholz a de nouveau imputé tous les problèmes à Poutine.

« Je n’ai pas envahi l’Ukraine. Je n'ai pas coupé l'alimentation en gaz. « Ce n’est pas moi qui ai créé cette situation économique, c’est Poutine ». https://t.co/17eZ7ufQBN",Mon Feb 10 13:33:48 +0000 2025,40,118,,N/A,mix
492,𝒎𝒂𝒓𝒊𝒐𝒏 ⋆ *,j’ai le même gilet d’hydratation que lui #fière,Mon Feb 10 18:54:39 +0000 2025,0,17,fière,N/A,mix
493,Savoir du Monde 🌍,"Les flamants roses obtiennent leur couleur distinctive de leur alimentation. Ils consomment des crevettes et des algues riches en caroténoïdes, pigments qui colorent leurs plumes. https://t.co/4Ygsa8rat4",Sun Feb 09 23:00:12 +0000 2025,8,87,,https://pbs.twimg.com/media/GjYZBeWWsAAugy_.jpg,mix
494,Katia (74)🇨🇵❤️🇷🇺 🇨🇵❤️🚜,"Si des enseignes de supermarché mettent ce genre de merde dans notre alimentation, ça va se savoir et cela sera boycotté ! L'usine Ynsect à Amiens est en train de faire faillite, c'est un bon début ! Je les laisse pour nourriture à Klaus Schwab, cet ignoble cafard 😜",Mon Feb 10 14:00:54 +0000 2025,10,10,,N/A,mix
495,magical cure,"Question sérieuse : est-ce que c’est possible d’avoir ce corps là sans faire vraiment attention à son alimentation, mais avec un métabolisme rapide + sport ?? https://t.co/SRVaHcPxag",Mon Feb 10 10:56:11 +0000 2025,0,10,,https://pbs.twimg.com/media/Gja85kGXIAAfsCm.jpg,healthy
496,OCHA Haiti,"Le @WFP_Haiti  a fourni 44 856 repas chauds à 6 408 personnes déplacées internes entre le 25-31 janvier. Un soutien vital pour les familles touchées par la crise, assurant une alimentation essentielle en période de grande vulnérabilité. https://t.co/zIrVEzOXyf",Mon Feb 10 14:18:19 +0000 2025,2,7,,https://pbs.twimg.com/media/Gjbq5wKXIAA6jDM.jpg,mix
497,consoGlobe.com,"😳Le tarama industriel, vous aimez ? Mais savez-vous vraiment ce qu'il y a dedans ? Additifs, colorants et exhausteurs de goût… Ce n'est pas joli-joli sous le couvercle en plastique !

#Tarama #Alimentation #Additifs #ConsommationResponsable
https://t.co/B9qy1LGcv3",Mon Feb 10 10:00:01 +0000 2025,2,2,"Tarama, Alimentation, Additifs, ConsommationResponsable",N/A,mix
498,Lignes N et U,"🔴#InfoTrafic #LigneN

Le trafic est perturbé entre Dreux et Paris Montparnasse et entre Mantes-la-Jolie et Paris Montparnasse
Cela est dû à une  panne sur les installations du gestionnaire de réseau (un défaut d'alimentation électrique) à Plaisir Grignon

https://t.co/wnPB7Jiztv https://t.co/9vNci1nmI9",Mon Feb 10 06:41:40 +0000 2025,2,5,"InfoTrafic, LigneN",https://pbs.twimg.com/media/GjaCpXwXwAAB2Tt.jpg,mix
499,Association SANA 8800,"Chaque jour, les repas de nos protégés sont préparés avec soin : soupe, riz, légumes, viande et bien sûr, des croquettes pour compléter leur alimentation🥣
Et parce que chaque geste compte, profitez de notre opération double dons☺️
Merci pour eux☺️
#dogs

https://t.co/pRJ3pB5mSP https://t.co/lDjgBFqa4J",Mon Feb 10 16:30:00 +0000 2025,8,10,dogs,N/A,mix
500,Bassirouza,"Comment assurer le bien-être des enfants ?

Une bonne hygiène de vie pour le bien-être des enfants

Les enfants doivent avoir des repas équilibrés. Une alimentation saine permet de mieux résister aux maladies, mais aussi de mieux se concentrer à l'école.⤵️ https://t.co/sWgHSCQ0hR",Sun Feb 09 00:06:35 +0000 2025,2,5,,N/A,healthy
501,Patriotes pour l’Europe 🇫🇷,"L’Union européenne persiste dans ses délires écologistes en imposant peu à peu une alimentation à base d’insectes, sous prétexte de « durabilité ». À partir de demain, des vers de farine pourront être intégrés dans le pain, les pâtes et bien d’autres produits du quotidien. https://t.co/d96ljtwluG",Sun Feb 09 09:54:48 +0000 2025,28,40,,https://pbs.twimg.com/media/GjVlQVZXYAAguhf.jpg,mix
502,Matthias Tavel,"L’eau est un bien commun.
Seul 1% des masses d’eau en Loire-Atlantique est considéré en bon état écologique.
Avec d’autres élus, je suis signataire d’un Manifeste pour l’interdiction des pesticides dans les aires d’alimentation de captage d’eau potable.
https://t.co/I2V8bEToua",Mon Feb 10 11:34:00 +0000 2025,12,18,,N/A,mix
503,mtess 🐿️,"Comment vous faire bouffer du graphène ? 

 1) nourrir des insectes au GRAPHENE
2) incorporer la farine de ces insectes dans votre alimentation

CQFD 
La boucle est bouclée 

il y a même le  brevet pour cela:",Mon Feb 10 08:05:22 +0000 2025,72,72,,N/A,mix
504,Jean-françois Corty,"#Cancer « . Lorsque la maladie frappe, le premier réflexe est de s’interroger rétrospectivement sur ses habitudes de vie, son alimentation, les lieux qu’on a fréquentés : à la vérité, il faudrait aussi se demander pour qui on a voté » https://t.co/zXuSSjljNZ",Sun Feb 09 08:48:09 +0000 2025,42,80,Cancer,N/A,mix
505,SALIOU MBACKE FAYE,"Sama docteur personnel ( du ma fay )  ! Ki ma suivre en nutrition ba ma am samay resultat cote force et puissance en sport  ! Mu ngi def un excellent boulot sur insta , un contenu de qualité !!!

Allez la suivre et n’hésitez pas à consulter 
👇🏾
https://t.co/1citKGDTJy",Sun Feb 09 19:18:37 +0000 2025,4,6,,N/A,healthy
506,❦.,"reprise du sport, reprise de la cuisine, alimentation saine, sevrage du sucre, sevrage de redbull et j’ai arrêter valorant ????????????? on dirait un prank",Sun Feb 09 17:05:11 +0000 2025,1,27,,N/A,healthy
507,Etienne Agri,"➕️  de 8 Français sur 10 ne savent pas ce qu'est l'élevage aujourd'hui en France.
➕️ de 8 Français sur 10 veulent payer leur alimentation le ➖️ cher possible

Garder vos leçons de moral à deux balles sérieux, le sujet demande beaucoup plus d'intelligence.",Sun Feb 09 14:58:30 +0000 2025,75,478,,N/A,mix
508,Les Patriotes 24,"Des larves dans nos aliments (pains, compotes, pâtes, etc) à partir de lundi 10/02/2025 à cause de l’UE ! 4 grammes tous les 100 grammes ! #Frexit d’urgence pour une alimentation sûre et saine ! 🐛😱
➡️ Rejoindre/Soutenir Les Patriotes et nos combats : https://t.co/kYujf6TBha 🇫🇷",Sun Feb 09 13:59:33 +0000 2025,2,3,Frexit,N/A,mix
509,🚮Monde de Merde® - Pays de cons©,"A partir de demain, la poudre de larves de vers de farine (Tenebrio Molitor) va rejoindre les farines d'insectes déjà autorisés dans l'alimentation humaine. Un conseil, quand vous ne pouvez pas savoir ce que contiennent les aliments que vous voulez acheter, n'achetez pas... https://t.co/s1HYn5ZKPr",Sun Feb 09 20:45:10 +0000 2025,10,15,,https://pbs.twimg.com/media/GjX6He7W8AEYRLr.jpg,mix
510,Ville de Suresnes,"Le bon défi pour le dernier jour des vacances d'hiver : les 10KM de l'UNICEF 🏁 🏃‍♀️
Cette course solidaire vise à sensibiliser aux enjeux de la nutrition pour lutter collectivement contre la malnutrition infantile.

❤ 75 % des enfants qui reçoivent un traitement contre la https://t.co/nx9AeTepEl",Sat Feb 08 15:24:00 +0000 2025,2,4,,N/A,healthy
511,LE 62 DES PATRIOTES AVEC FLORIAN PHILIPPOT,"⚠️10 Février 2025 : DES LARVES DANS NOTRE ALIMENTATION⚠️
La seule manière de sortir légalement de cette nouvelle hérésie européenne dangereuse pour notre santé,
La seule manière de se débarrasser des poisons de l'UE, c'est le #FREXIT !👇",Sun Feb 09 12:40:56 +0000 2025,42,92,FREXIT,N/A,mix
512,La France au Maroc 🇫🇷🇪🇺,"🇫🇷🇲🇦Lancement du projet d’Hypervision Alimentation en eau potable mis en œuvre par l’ONEE, le groupement Aquasys et @adeunisrf. Ce projet pilote expérimente une plateforme numérique de surveillance en temps réel de la qualité de l’eau potable et du fonctionnement des adductions. https://t.co/T6y8RDbu6U",Sun Feb 09 15:29:52 +0000 2025,5,42,,https://pbs.twimg.com/media/GjWx8zoXQAAKVcB.jpg,mix
513,Greg 🍉🇵🇸,"Y’a pas de miracle thé, plante, gummies pour prendre soin de sa santé et être mince. C’est alimentation saine et variée et activité physique. Je sais pas qui leurs a dit que pour être mince il fallait s’affamer  boire du thé qui fait chier 5x jr et prendre des pilules douteuse",Sun Feb 09 13:39:29 +0000 2025,5,25,,N/A,healthy
514,OCDE,"En décembre, l’inflation en glissement annuel de l’alimentation dans la zone OCDE a été stable à 4.3 % après 4.4 % en novembre.

🔗 https://t.co/FBGZEN4uTF  | #OECDstats | @OECD_stat https://t.co/MMSRKcygiR",Sun Feb 09 07:00:59 +0000 2025,3,3,OECDstats,https://pbs.twimg.com/media/GjU9ebFXQAAPg8J.png,mix
515,Planetes360,"Make America Healthy Again! La révolution RFK | Idriss Aberkane reçoit le Professeur Didier Raoult
https://t.co/8BLVZrVtTY",Sun Feb 09 10:01:27 +0000 2025,3,3,,N/A,healthy
